,date,iso_code,total_cases_per_million,people_vaccinated_per_hundred,median_age,population_density,total_deaths_per_million
29216,9/3/21,HRV,60538.894,,44,73.726,1377.137
29217,10/3/21,HRV,60774.582,,44,73.726,1378.117
29218,11/3/21,HRV,60964.946,,44,73.726,1380.567
29219,12/3/21,HRV,61166.58,5.72,44,73.726,1383.507
29220,13/3/21,HRV,61368.214,,44,73.726,1389.142
29221,14/3/21,HRV,61505.658,,44,73.726,1390.857
29222,15/3/21,HRV,61537.263,,44,73.726,1392.817
29223,16/3/21,HRV,61706.557,,44,73.726,1395.757
29224,17/3/21,HRV,62060.58,,44,73.726,1398.697
29225,18/3/21,HRV,62353.843,,44,73.726,1402.862
29226,19/3/21,HRV,62626.281,7.07,44,73.726,1407.027
29227,20/3/21,HRV,62916.85,,44,73.726,1409.477
29228,21/3/21,HRV,63121.178,,44,73.726,1414.377
29229,22/3/21,HRV,63157.928,7.63,44,73.726,1417.562
29230,23/3/21,HRV,63392.147,,44,73.726,1422.952
29231,24/3/21,HRV,63855.439,,44,73.726,1427.851
29232,25/3/21,HRV,64265.322,,44,73.726,1430.301
29233,26/3/21,HRV,64706.809,8.23,44,73.726,1434.221
29234,27/3/21,HRV,65145.356,,44,73.726,1438.631
29235,28/3/21,HRV,65468.999,8.54,44,73.726,1443.776
29236,29/3/21,HRV,65542.499,,44,73.726,1448.186
29237,30/3/21,HRV,65906.812,,44,73.726,1452.351
29238,31/3/21,HRV,66549.443,9.45,44,73.726,1457.006
29239,1/4/21,HRV,67142.829,9.91,44,73.726,1461.906
29240,2/4/21,HRV,67721.516,10.28,44,73.726,1469.011
29241,3/4/21,HRV,68268.843,,44,73.726,1476.116
29242,4/4/21,HRV,68605.961,10.44,44,73.726,1484.201
29243,5/4/21,HRV,68639.771,,44,73.726,1490.326
29244,6/4/21,HRV,68819.844,10.47,44,73.726,1497.676
29245,7/4/21,HRV,69223.847,10.6,44,73.726,1506.496
29246,8/4/21,HRV,70012.007,10.8,44,73.726,1515.316
29247,9/4/21,HRV,70648.759,11.24,44,73.726,1527.566
29248,10/4/21,HRV,71269.83,11.6,44,73.726,1535.896
29249,11/4/21,HRV,71665.993,11.7,44,73.726,1545.451
29250,12/4/21,HRV,71769.382,11.85,44,73.726,1551.576
29251,13/4/21,HRV,72243.699,12.04,44,73.726,1557.701
29252,14/4/21,HRV,73002.95,12.26,44,73.726,1567.746
29253,15/4/21,HRV,73720.06,12.72,44,73.726,1578.281
29254,16/4/21,HRV,74381.066,13.22,44,73.726,1589.061
29255,17/4/21,HRV,75024.677,13.54,44,73.726,1598.125
29256,18/4/21,HRV,75408.1,13.57,44,73.726,1607.68
29257,19/4/21,HRV,75508.55,13.65,44,73.726,1617.235
29258,20/4/21,HRV,76024.517,13.85,44,73.726,1627.525
29259,21/4/21,HRV,76788.177,14.17,44,73.726,1639.53
29260,22/4/21,HRV,77494.998,14.55,44,73.726,1650.8
29261,23/4/21,HRV,78114.599,14.99,44,73.726,1662.07
29262,24/4/21,HRV,78735.67,15.22,44,73.726,1669.665
29263,25/4/21,HRV,79042.899,15.37,44,73.726,1679.22
29264,26/4/21,HRV,79143.348,15.41,44,73.726,1691.715
29265,27/4/21,HRV,79583.61,15.67,44,73.726,1704.455
29266,28/4/21,HRV,80295.086,15.89,44,73.726,1715.235
29267,29/4/21,HRV,80892.637,16.73,44,73.726,1724.79
29268,30/4/21,HRV,81384.35,17.21,44,73.726,1734.835
29269,1/5/21,HRV,81885.617,17.32,44,73.726,1746.84
29270,2/5/21,HRV,82116.895,17.35,44,73.726,1759.58
29271,3/5/21,HRV,82202.4,17.56,44,73.726,1768.399
29272,4/5/21,HRV,82544.418,18,44,73.726,1779.669
29273,5/5/21,HRV,83155.444,18.64,44,73.726,1792.164
29274,6/5/21,HRV,83557.242,19.52,44,73.726,1801.964
29275,7/5/21,HRV,83908.814,20.47,44,73.726,1810.049
29276,8/5/21,HRV,84237.603,21.26,44,73.726,1818.869
29277,9/5/21,HRV,84400.527,21.54,44,73.726,1829.894
29278,10/5/21,HRV,84462.511,21.92,44,73.726,1838.224
29279,11/5/21,HRV,84677.13,22.52,44,73.726,1849.494
29280,12/5/21,HRV,85037.523,,44,73.726,1859.294
29281,13/5/21,HRV,85298.201,24.01,44,73.726,1867.624
29282,14/5/21,HRV,85525.07,24.74,44,73.726,1877.669
29283,15/5/21,HRV,85727.439,25.46,44,73.726,1883.304
29284,16/5/21,HRV,85845.038,25.51,44,73.726,1888.449
29285,17/5/21,HRV,85873.458,25.77,44,73.726,1895.799
29286,18/5/21,HRV,85993.752,26.41,44,73.726,1902.414
29287,19/5/21,HRV,86238.751,27.17,44,73.726,1909.029
29288,20/5/21,HRV,86409.025,,44,73.726,1917.849
29289,21/5/21,HRV,86537.649,28.36,44,73.726,1924.709
29290,22/5/21,HRV,86664.558,28.91,44,73.726,1931.323
29291,23/5/21,HRV,86726.053,28.94,44,73.726,1936.223
29292,24/5/21,HRV,86744.183,29.28,44,73.726,1942.593
29293,25/5/21,HRV,86823.317,29.33,44,73.726,1947.738
29294,26/5/21,HRV,86955.126,29.92,44,73.726,1952.883
29295,27/5/21,HRV,87047.001,30.39,44,73.726,1955.333
29296,28/5/21,HRV,87125.645,30.74,44,73.726,1958.028
29297,29/5/21,HRV,87208.455,31.12,44,73.726,1960.478
29298,30/5/21,HRV,87254.025,31.18,44,73.726,1963.418
29299,31/5/21,HRV,87263.824,31.37,44,73.726,1966.358
29300,1/6/21,HRV,87316.744,31.7,44,73.726,1968.318
29301,2/6/21,HRV,87422.584,32.15,44,73.726,1970.278
29302,3/6/21,HRV,87491.183,32.27,44,73.726,1973.708
29303,4/6/21,HRV,87512.743,32.58,44,73.726,1976.403
29304,5/6/21,HRV,87564.438,32.77,44,73.726,1979.588
29305,6/6/21,HRV,87602.902,32.78,44,73.726,1981.058
29306,7/6/21,HRV,87613.437,32.97,44,73.726,1982.283
29307,8/6/21,HRV,87657.047,33.25,44,73.726,1983.508
29308,9/6/21,HRV,87724.422,,44,73.726,1985.223
29309,10/6/21,HRV,87769.501,33.97,44,73.726,1986.938
29310,11/6/21,HRV,87802.331,34.34,44,73.726,1990.123
29311,12/6/21,HRV,87832.956,,44,73.726,1992.328
29312,13/6/21,HRV,87847.411,34.64,44,73.726,1992.328
29313,14/6/21,HRV,87851.821,34.79,44,73.726,1997.228
29314,15/6/21,HRV,87875.341,34.98,44,73.726,1999.188
29315,16/6/21,HRV,87911.111,34.99,44,73.726,1999.678
29316,17/6/21,HRV,87934.385,,44,73.726,2000.413
29317,18/6/21,HRV,87962.07,35.35,44,73.726,2001.148
29318,19/6/21,HRV,87982.65,,44,73.726,2001.393
29319,20/6/21,HRV,87996.86,35.54,44,73.726,2002.618
29320,21/6/21,HRV,87999.555,35.66,44,73.726,2004.578
29321,22/6/21,HRV,88017.93,35.69,44,73.726,2006.048
29322,23/6/21,HRV,88028.465,35.83,44,73.726,2006.538
29323,24/6/21,HRV,88053.21,,44,73.726,2007.028
29324,25/6/21,HRV,88082.12,36.08,44,73.726,2008.008
29325,26/6/21,HRV,88103.189,36.18,44,73.726,2008.253
29326,27/6/21,HRV,88114.214,36.22,44,73.726,2008.988
29327,28/6/21,HRV,88117.644,36.32,44,73.726,2009.478
29328,29/6/21,HRV,88134.794,36.47,44,73.726,2010.213
29329,30/6/21,HRV,88168.114,,44,73.726,2010.458
30638,2/1/21,CYP,25976.418,,37.3,127.657,142.856
30639,3/1/21,CYP,26676.19,,37.3,127.657,145.088
30640,4/1/21,CYP,27266.589,,37.3,127.657,147.321
30641,5/1/21,CYP,28008.772,,37.3,127.657,149.553
30642,6/1/21,CYP,28643.813,0.44,37.3,127.657,150.669
30643,7/1/21,CYP,29283.319,,37.3,127.657,155.133
30644,8/1/21,CYP,29759.879,,37.3,127.657,157.365
30645,9/1/21,CYP,30279.965,,37.3,127.657,158.481
30646,10/1/21,CYP,30656.079,0.67,37.3,127.657,165.178
30647,11/1/21,CYP,31034.425,,37.3,127.657,166.294
30648,12/1/21,CYP,31355.852,,37.3,127.657,171.874
30649,13/1/21,CYP,31644.913,,37.3,127.657,176.338
30650,14/1/21,CYP,31898.259,,37.3,127.657,183.035
30651,15/1/21,CYP,32167.231,,37.3,127.657,186.383
30652,16/1/21,CYP,32439.551,1.14,37.3,127.657,186.383
30653,17/1/21,CYP,32664.996,,37.3,127.657,187.499
30654,18/1/21,CYP,32840.219,,37.3,127.657,190.847
30655,19/1/21,CYP,33021.021,,37.3,127.657,196.427
30656,20/1/21,CYP,33204.056,,37.3,127.657,197.544
30657,21/1/21,CYP,33402.715,,37.3,127.657,197.544
30658,22/1/21,CYP,33585.75,,37.3,127.657,199.776
30659,23/1/21,CYP,33721.91,1.71,37.3,127.657,200.892
30660,24/1/21,CYP,33865.882,,37.3,127.657,205.356
30661,25/1/21,CYP,34010.971,,37.3,127.657,208.704
30662,26/1/21,CYP,34151.595,,37.3,127.657,210.936
30663,27/1/21,CYP,34273.246,,37.3,127.657,213.168
30664,28/1/21,CYP,34416.103,,37.3,127.657,216.517
30665,29/1/21,CYP,34592.441,,37.3,127.657,220.981
30666,30/1/21,CYP,34725.253,2.19,37.3,127.657,220.981
30667,31/1/21,CYP,34851.368,,37.3,127.657,220.981
30668,1/2/21,CYP,35029.938,,37.3,127.657,223.213
30669,2/2/21,CYP,35163.866,,37.3,127.657,226.561
30670,3/2/21,CYP,35306.723,,37.3,127.657,226.561
30671,4/2/21,CYP,35461.856,,37.3,127.657,227.677
30672,5/2/21,CYP,35591.319,,37.3,127.657,233.258
30673,6/2/21,CYP,35739.756,2.55,37.3,127.657,235.49
30674,7/2/21,CYP,35887.077,,37.3,127.657,236.606
30675,8/2/21,CYP,36015.424,,37.3,127.657,237.722
30676,9/2/21,CYP,36132.611,,37.3,127.657,239.954
30677,10/2/21,CYP,36238.637,,37.3,127.657,239.954
30678,11/2/21,CYP,36364.752,,37.3,127.657,243.302
30679,12/2/21,CYP,36479.707,,37.3,127.657,244.418
30680,13/2/21,CYP,36605.823,3.3,37.3,127.657,245.534
30681,14/2/21,CYP,36719.661,,37.3,127.657,246.65
30682,15/2/21,CYP,36856.937,,37.3,127.657,247.766
30683,16/2/21,CYP,36983.053,,37.3,127.657,248.883
30684,17/2/21,CYP,37073.454,,37.3,127.657,252.231
30685,18/2/21,CYP,37208.498,,37.3,127.657,254.463
30686,19/2/21,CYP,37327.917,,37.3,127.657,255.579
30687,20/2/21,CYP,37451.8,4.19,37.3,127.657,256.695
30688,21/2/21,CYP,37571.219,,37.3,127.657,256.695
30689,22/2/21,CYP,37690.638,,37.3,127.657,256.695
30690,23/2/21,CYP,37836.842,4.94,37.3,127.657,257.811
30691,24/2/21,CYP,38033.27,,37.3,127.657,257.811
30692,25/2/21,CYP,38192.867,,37.3,127.657,258.927
30693,26/2/21,CYP,38414.964,5.98,37.3,127.657,258.927
30694,27/2/21,CYP,38718.534,,37.3,127.657,258.927
30695,28/2/21,CYP,38989.738,,37.3,127.657,258.927
30696,1/3/21,CYP,39488.619,,37.3,127.657,258.927
30697,2/3/21,CYP,39825.671,,37.3,127.657,258.927
30698,3/3/21,CYP,40147.097,,37.3,127.657,260.043
30699,4/3/21,CYP,40507.586,,37.3,127.657,260.043
30700,5/3/21,CYP,40936.155,,37.3,127.657,260.043
30701,6/3/21,CYP,41240.841,,37.3,127.657,260.043
30702,7/3/21,CYP,41573.429,7.87,37.3,127.657,260.043
30703,8/3/21,CYP,41911.596,,37.3,127.657,261.159
30704,9/3/21,CYP,42304.451,,37.3,127.657,261.159
30705,10/3/21,CYP,42773.199,,37.3,127.657,261.159
30706,11/3/21,CYP,43236.366,,37.3,127.657,263.391
30707,12/3/21,CYP,43717.39,,37.3,127.657,264.507
30708,13/3/21,CYP,44144.843,,37.3,127.657,266.74
30709,14/3/21,CYP,44589.037,,37.3,127.657,266.74
30710,15/3/21,CYP,45006.445,,37.3,127.657,268.972
30711,16/3/21,CYP,45249.747,,37.3,127.657,268.972
30712,17/3/21,CYP,45779.878,,37.3,127.657,270.088
30713,18/3/21,CYP,46206.215,,37.3,127.657,270.088
30714,19/3/21,CYP,46635.9,,37.3,127.657,270.088
30715,20/3/21,CYP,47042.148,10.43,37.3,127.657,270.088
30716,21/3/21,CYP,47496.387,,37.3,127.657,271.204
30717,22/3/21,CYP,47871.385,,37.3,127.657,272.32
30718,23/3/21,CYP,48328.971,,37.3,127.657,274.552
30719,24/3/21,CYP,48736.335,,37.3,127.657,275.668
30720,25/3/21,CYP,49063.342,,37.3,127.657,277.9
30721,26/3/21,CYP,49424.947,,37.3,127.657,277.9
30722,27/3/21,CYP,49827.847,,37.3,127.657,277.9
30723,28/3/21,CYP,50200.613,,37.3,127.657,280.132
30724,29/3/21,CYP,50564.45,,37.3,127.657,282.364
30725,30/3/21,CYP,50966.233,,37.3,127.657,284.597
30726,31/3/21,CYP,51456.186,,37.3,127.657,286.829
30727,1/4/21,CYP,52268.682,,37.3,127.657,286.829
30728,2/4/21,CYP,52613.546,,37.3,127.657,291.293
30729,3/4/21,CYP,53400.372,12.8,37.3,127.657,292.409
30730,4/4/21,CYP,53851.262,,37.3,127.657,292.409
30731,5/4/21,CYP,54332.286,,37.3,127.657,292.409
30732,6/4/21,CYP,54962.863,,37.3,127.657,293.525
30733,7/4/21,CYP,55586.743,13.86,37.3,127.657,295.757
30734,8/4/21,CYP,56177.142,,37.3,127.657,297.989
30735,9/4/21,CYP,56871.334,14.61,37.3,127.657,300.222
30736,10/4/21,CYP,57542.09,,37.3,127.657,300.222
30737,11/4/21,CYP,58039.855,,37.3,127.657,304.686
30738,12/4/21,CYP,58564.405,,37.3,127.657,304.686
30739,13/4/21,CYP,59153.688,,37.3,127.657,305.802
30740,14/4/21,CYP,59844.532,,37.3,127.657,306.918
30741,15/4/21,CYP,60516.403,,37.3,127.657,310.266
30742,16/4/21,CYP,61286.488,16.22,37.3,127.657,316.963
30743,17/4/21,CYP,62042.064,,37.3,127.657,318.079
30744,18/4/21,CYP,62919.292,,37.3,127.657,322.543
30745,19/4/21,CYP,63870.179,17.49,37.3,127.657,325.891
30746,20/4/21,CYP,64787.585,18.01,37.3,127.657,329.239
30747,21/4/21,CYP,65837.802,18.48,37.3,127.657,330.355
30748,22/4/21,CYP,66778.645,,37.3,127.657,330.355
30749,23/4/21,CYP,67813.238,19.65,37.3,127.657,331.471
30750,24/4/21,CYP,68805.42,,37.3,127.657,332.587
30751,25/4/21,CYP,69804.298,,37.3,127.657,333.703
30752,26/4/21,CYP,70667.016,,37.3,127.657,333.703
30753,27/4/21,CYP,71348.932,,37.3,127.657,337.052
30754,28/4/21,CYP,72197.142,,37.3,127.657,339.284
30755,29/4/21,CYP,73140.217,,37.3,127.657,342.632
30756,30/4/21,CYP,73885.748,,37.3,127.657,344.864
30757,1/5/21,CYP,74759.627,24.37,37.3,127.657,349.328
30758,2/5/21,CYP,75276.366,,37.3,127.657,350.444
30759,3/5/21,CYP,75341.097,,37.3,127.657,351.561
30760,4/5/21,CYP,75877.925,,37.3,127.657,359.373
30761,5/5/21,CYP,76446.002,,37.3,127.657,364.953
30762,6/5/21,CYP,77073.231,28.21,37.3,127.657,366.069
30763,7/5/21,CYP,77586.621,,37.3,127.657,367.185
30764,8/5/21,CYP,77948.226,,37.3,127.657,371.65
30765,9/5/21,CYP,78391.304,,37.3,127.657,373.882
30766,10/5/21,CYP,78691.525,31.73,37.3,127.657,376.114
30767,11/5/21,CYP,78999.559,32.72,37.3,127.657,377.23
30768,12/5/21,CYP,79434.825,34.07,37.3,127.657,379.462
30769,13/5/21,CYP,79725.002,,37.3,127.657,381.694
30770,14/5/21,CYP,79962.723,35.75,37.3,127.657,382.81
30771,15/5/21,CYP,80153.571,,37.3,127.657,387.275
30772,16/5/21,CYP,80328.793,36.34,37.3,127.657,387.275
30773,17/5/21,CYP,80512.944,37.31,37.3,127.657,387.275
30774,18/5/21,CYP,80699.326,37.95,37.3,127.657,388.391
30775,19/5/21,CYP,80885.709,38.82,37.3,127.657,389.507
30776,20/5/21,CYP,81036.378,,37.3,127.657,389.507
30777,21/5/21,CYP,81122.315,39.77,37.3,127.657,391.739
30778,22/5/21,CYP,81272.984,,37.3,127.657,393.971
30779,23/5/21,CYP,81374.546,40.31,37.3,127.657,395.087
30780,24/5/21,CYP,81458.251,41.29,37.3,127.657,396.203
30781,25/5/21,CYP,81569.857,,37.3,127.657,398.435
30782,26/5/21,CYP,81658.026,42.04,37.3,127.657,399.551
30783,27/5/21,CYP,81735.035,42.57,37.3,127.657,399.551
30784,28/5/21,CYP,81818.74,,37.3,127.657,399.551
30785,29/5/21,CYP,81900.213,,37.3,127.657,402.9
30786,30/5/21,CYP,81962.712,43.16,37.3,127.657,402.9
30787,31/5/21,CYP,82011.819,,37.3,127.657,402.9
30788,1/6/21,CYP,82117.845,43.3,37.3,127.657,402.9
30789,2/6/21,CYP,82182.577,43.36,37.3,127.657,402.9
30790,3/6/21,CYP,82247.309,44.07,37.3,127.657,404.016
30791,4/6/21,CYP,82306.46,,37.3,127.657,405.132
30792,5/6/21,CYP,82399.094,,37.3,127.657,406.248
30793,6/6/21,CYP,82444.852,44.98,37.3,127.657,406.248
30794,7/6/21,CYP,82477.218,45.12,37.3,127.657,406.248
30795,8/6/21,CYP,82566.504,45.59,37.3,127.657,407.364
30796,9/6/21,CYP,82633.467,46.1,37.3,127.657,408.48
30797,10/6/21,CYP,82719.404,46.38,37.3,127.657,410.712
30798,11/6/21,CYP,82785.252,47.1,37.3,127.657,415.176
30799,12/6/21,CYP,82852.216,47.51,37.3,127.657,416.292
30800,13/6/21,CYP,82899.091,,37.3,127.657,417.408
30801,14/6/21,CYP,82935.921,,37.3,127.657,417.408
30802,15/6/21,CYP,82999.537,48.69,37.3,127.657,418.524
30803,16/6/21,CYP,83070.965,49.06,37.3,127.657,418.524
30804,17/6/21,CYP,83146.857,49.46,37.3,127.657,418.524
30805,18/6/21,CYP,83219.402,,37.3,127.657,418.524
30806,19/6/21,CYP,83304.223,49.93,37.3,127.657,418.524
30807,20/6/21,CYP,83373.419,,37.3,127.657,418.524
30808,21/6/21,CYP,83441.499,,37.3,127.657,418.524
30809,22/6/21,CYP,83516.275,,37.3,127.657,418.524
30810,23/6/21,CYP,83652.435,50.45,37.3,127.657,418.524
30811,24/6/21,CYP,83838.818,50.65,37.3,127.657,418.524
30812,25/6/21,CYP,84034.129,,37.3,127.657,418.524
30813,26/6/21,CYP,84222.744,,37.3,127.657,418.524
30814,27/6/21,CYP,84474.975,,37.3,127.657,418.524
30815,28/6/21,CYP,84716.045,,37.3,127.657,418.524
30816,29/6/21,CYP,85066.49,,37.3,127.657,418.524
30817,30/6/21,CYP,85437.023,51.62,37.3,127.657,418.524
31278,2/1/21,CZE,68578.056,0.13,43.3,137.176,1102.797
31279,3/1/21,CZE,69045.395,0.13,43.3,137.176,1115.198
31280,4/1/21,CZE,69626.585,0.17,43.3,137.176,1125.455
31281,5/1/21,CZE,70831.39,0.21,43.3,137.176,1142.891
31282,6/1/21,CZE,72447.495,0.26,43.3,137.176,1159.582
31283,7/1/21,CZE,74104.72,0.34,43.3,137.176,1176.832
31284,8/1/21,CZE,75490.419,0.43,43.3,137.176,1193.523
31285,9/1/21,CZE,76713.314,0.45,43.3,137.176,1210.12
31286,10/1/21,CZE,77501.132,0.47,43.3,137.176,1222.895
31287,11/1/21,CZE,77901.056,0.56,43.3,137.176,1237.534
31288,12/1/21,CZE,78772.421,0.68,43.3,137.176,1257.395
31289,13/1/21,CZE,79779.549,0.81,43.3,137.176,1273.34
31290,14/1/21,CZE,80797.96,0.95,43.3,137.176,1291.989
31291,15/1/21,CZE,81551.651,1.08,43.3,137.176,1308.12
31292,16/1/21,CZE,82418.913,1.11,43.3,137.176,1325.463
31293,17/1/21,CZE,82908.724,1.14,43.3,137.176,1336.932
31294,18/1/21,CZE,83159.83,1.26,43.3,137.176,1347.282
31295,19/1/21,CZE,83873.239,1.37,43.3,137.176,1365.651
31296,20/1/21,CZE,84770.992,1.5,43.3,137.176,1381.876
31297,21/1/21,CZE,85538.204,1.65,43.3,137.176,1396.142
31298,22/1/21,CZE,86236.415,1.78,43.3,137.176,1410.781
31299,23/1/21,CZE,87030.294,1.82,43.3,137.176,1423.836
31300,24/1/21,CZE,87427.14,1.84,43.3,137.176,1433.067
31301,25/1/21,CZE,87649.714,1.93,43.3,137.176,1440.899
31302,26/1/21,CZE,88297.013,2.02,43.3,137.176,1456.284
31303,27/1/21,CZE,89155.697,2.11,43.3,137.176,1472.416
31304,28/1/21,CZE,89948.737,2.18,43.3,137.176,1486.682
31305,29/1/21,CZE,90693.011,2.23,43.3,137.176,1498.617
31306,30/1/21,CZE,91445.676,2.24,43.3,137.176,1511.578
31307,31/1/21,CZE,91824.247,2.25,43.3,137.176,1520.623
31308,1/2/21,CZE,92062.485,2.28,43.3,137.176,1528.455
31309,2/2/21,CZE,92732.443,2.32,43.3,137.176,1542.722
31310,3/2/21,CZE,93584.973,2.36,43.3,137.176,1555.589
31311,4/2/21,CZE,94488.973,2.41,43.3,137.176,1568.923
31312,5/2/21,CZE,95246.58,2.46,43.3,137.176,1582.91
31313,6/2/21,CZE,96051.742,2.47,43.3,137.176,1597.176
31314,7/2/21,CZE,96505.188,2.48,43.3,137.176,1607.06
31315,8/2/21,CZE,96731.771,2.51,43.3,137.176,1616.198
31316,9/2/21,CZE,97452.267,2.56,43.3,137.176,1631.49
31317,10/2/21,CZE,98411.095,2.61,43.3,137.176,1645.01
31318,11/2/21,CZE,99300.362,2.67,43.3,137.176,1657.132
31319,12/2/21,CZE,100140.864,2.73,43.3,137.176,1669.254
31320,13/2/21,CZE,100969.15,2.75,43.3,137.176,1683.8
31321,14/2/21,CZE,101450.289,2.76,43.3,137.176,1691.726
31322,15/2/21,CZE,101716.127,2.82,43.3,137.176,1701.703
31323,16/2/21,CZE,102536.115,2.9,43.3,137.176,1718.487
31324,17/2/21,CZE,103717.33,2.99,43.3,137.176,1733.965
31325,18/2/21,CZE,104736.486,3.1,43.3,137.176,1747.299
31326,19/2/21,CZE,105827.907,3.22,43.3,137.176,1763.523
31327,20/2/21,CZE,106887.532,3.23,43.3,137.176,1780.68
31328,21/2/21,CZE,107525.134,3.24,43.3,137.176,1791.59
31329,22/2/21,CZE,107900.068,3.34,43.3,137.176,1802.406
31330,23/2/21,CZE,108954.751,3.46,43.3,137.176,1821.708
31331,24/2/21,CZE,110433.694,3.59,43.3,137.176,1835.228
31332,25/2/21,CZE,111721.952,3.76,43.3,137.176,1849.494
31333,26/2/21,CZE,113084.433,3.91,43.3,137.176,1864.786
31334,27/2/21,CZE,114465.843,3.94,43.3,137.176,1882.969
31335,28/2/21,CZE,115201.072,3.96,43.3,137.176,1896.489
31336,1/3/21,CZE,115627.29,4.14,43.3,137.176,1908.611
31337,2/3/21,CZE,116764.027,4.39,43.3,137.176,1930.244
31338,3/3/21,CZE,118332.018,4.68,43.3,137.176,1952.622
31339,4/3/21,CZE,119752.124,4.99,43.3,137.176,1970.059
31340,5/3/21,CZE,121124.116,5.26,43.3,137.176,1988.428
31341,6/3/21,CZE,122351.393,5.37,43.3,137.176,2010.154
31342,7/3/21,CZE,123206.161,5.48,43.3,137.176,2024.98
31343,8/3/21,CZE,123575.407,5.76,43.3,137.176,2040.365
31344,9/3/21,CZE,124556.706,6.1,43.3,137.176,2065.074
31345,10/3/21,CZE,125990.799,6.48,43.3,137.176,2087.266
31346,11/3/21,CZE,127345.541,6.9,43.3,137.176,2109.552
31347,12/3/21,CZE,128396.773,7.26,43.3,137.176,2132.024
31348,13/3/21,CZE,129805.69,7.42,43.3,137.176,2152.351
31349,14/3/21,CZE,130455.6,7.53,43.3,137.176,2165.685
31350,15/3/21,CZE,130767.222,7.8,43.3,137.176,2179.951
31351,16/3/21,CZE,131750.2,8.16,43.3,137.176,2205.873
31352,17/3/21,CZE,133058.32,8.51,43.3,137.176,2228.718
31353,18/3/21,CZE,134179.858,8.86,43.3,137.176,2248.765
31354,19/3/21,CZE,135175.424,9.18,43.3,137.176,2268.719
31355,20/3/21,CZE,136080.823,9.32,43.3,137.176,2287.275
31356,21/3/21,CZE,137026.41,9.39,43.3,137.176,2300.049
31357,22/3/21,CZE,136819.968,9.62,43.3,137.176,2313.383
31358,23/3/21,CZE,137585.035,9.87,43.3,137.176,2336.228
31359,24/3/21,CZE,138608.108,10.12,43.3,137.176,2355.156
31360,25/3/21,CZE,139433.41,10.37,43.3,137.176,2373.059
31361,26/3/21,CZE,140174.327,10.6,43.3,137.176,2390.682
31362,27/3/21,CZE,140893.611,10.68,43.3,137.176,2403.643
31363,28/3/21,CZE,141267.333,10.73,43.3,137.176,2412.595
31364,29/3/21,CZE,141429.857,10.91,43.3,137.176,2427.7
31365,30/3/21,CZE,142072.868,11.14,43.3,137.176,2445.044
31366,31/3/21,CZE,142880.734,11.35,43.3,137.176,2463.599
31367,1/4/21,CZE,143560.016,11.59,43.3,137.176,2478.984
31368,2/4/21,CZE,144142.604,11.65,43.3,137.176,2495.675
31369,3/4/21,CZE,144503.365,11.69,43.3,137.176,2505.186
31370,4/4/21,CZE,144704.959,11.71,43.3,137.176,2512.459
31371,5/4/21,CZE,144884.36,11.73,43.3,137.176,2522.902
31372,6/4/21,CZE,145017.233,11.88,43.3,137.176,2533.346
31373,7/4/21,CZE,145533.059,12.1,43.3,137.176,2548.265
31374,8/4/21,CZE,146192.387,12.46,43.3,137.176,2561.039
31375,9/4/21,CZE,146687.046,12.83,43.3,137.176,2575.119
31376,10/4/21,CZE,147136.389,12.97,43.3,137.176,2586.029
31377,11/4/21,CZE,147343.111,13.07,43.3,137.176,2592.929
31378,12/4/21,CZE,147435.888,13.42,43.3,137.176,2603.185
31379,13/4/21,CZE,147795.158,13.76,43.3,137.176,2614.375
31380,14/4/21,CZE,148269.49,14.12,43.3,137.176,2622.394
31381,15/4/21,CZE,148616.637,14.57,43.3,137.176,2632.184
31382,16/4/21,CZE,148920.239,14.98,43.3,137.176,2640.39
31383,17/4/21,CZE,149222.163,15.14,43.3,137.176,2647.756
31384,18/4/21,CZE,149365.759,15.26,43.3,137.176,2650.553
31385,19/4/21,CZE,149443.152,15.67,43.3,137.176,2660.437
31386,20/4/21,CZE,149752.628,16.07,43.3,137.176,2670.508
31387,21/4/21,CZE,150109.846,16.51,43.3,137.176,2677.128
31388,22/4/21,CZE,150386.874,17.02,43.3,137.176,2684.214
31389,23/4/21,CZE,150632.012,17.48,43.3,137.176,2691.301
31390,24/4/21,CZE,150875.099,17.65,43.3,137.176,2696.616
31391,25/4/21,CZE,150997.715,17.79,43.3,137.176,2700.532
31392,26/4/21,CZE,151074.455,18.25,43.3,137.176,2704.262
31393,27/4/21,CZE,151314.185,18.71,43.3,137.176,2711.069
31394,28/4/21,CZE,151617.788,19.25,43.3,137.176,2717.223
31395,29/4/21,CZE,151851.177,19.86,43.3,137.176,2723.936
31396,30/4/21,CZE,152058.366,20.44,43.3,137.176,2728.972
31397,1/5/21,CZE,152261.078,20.62,43.3,137.176,2733.541
31398,2/5/21,CZE,152371.292,20.8,43.3,137.176,2736.058
31399,3/5/21,CZE,152418.381,21.43,43.3,137.176,2738.109
31400,4/5/21,CZE,152625.102,22.05,43.3,137.176,2743.331
31401,5/5/21,CZE,152850.007,22.73,43.3,137.176,2748.739
31402,6/5/21,CZE,153024.56,23.48,43.3,137.176,2752.656
31403,7/5/21,CZE,153171.512,24.2,43.3,137.176,2760.768
31404,8/5/21,CZE,153324.339,24.47,43.3,137.176,2764.404
31405,9/5/21,CZE,153392.034,24.7,43.3,137.176,2766.269
31406,10/5/21,CZE,153428.12,25.38,43.3,137.176,2770.372
