,Entity,Code,Day,facial_coverings,restriction_gatherings
124490,Suriname,SUR,2021-06-18,,4.0
124491,Suriname,SUR,2021-07-25,,4.0
124492,Suriname,SUR,2021-07-26,,4.0
124493,Suriname,SUR,2021-07-27,,4.0
124494,Suriname,SUR,2021-07-28,,4.0
124495,Suriname,SUR,2021-07-29,,4.0
124496,Suriname,SUR,2021-07-30,,4.0
124497,Suriname,SUR,2021-07-31,,4.0
124498,Suriname,SUR,2021-08-01,,4.0
124499,Suriname,SUR,2021-08-02,,4.0
124500,Suriname,SUR,2021-08-03,,4.0
124501,Suriname,SUR,2021-08-04,,4.0
124502,Suriname,SUR,2021-08-05,,4.0
124503,Suriname,SUR,2021-08-06,,4.0
124504,Syria,SYR,2021-04-13,,3.0
124505,Tajikistan,TJK,2021-04-27,,2.0
124506,Tajikistan,TJK,2021-04-28,,2.0
124507,Tajikistan,TJK,2021-04-29,,2.0
124508,Tajikistan,TJK,2021-04-30,,2.0
124509,Tajikistan,TJK,2021-05-01,,2.0
124510,Tajikistan,TJK,2021-05-02,,2.0
124511,Tajikistan,TJK,2021-05-03,,2.0
124512,Tajikistan,TJK,2021-05-04,,2.0
124513,Tajikistan,TJK,2021-05-05,,2.0
124514,Tajikistan,TJK,2021-05-06,,2.0
124515,Tajikistan,TJK,2021-05-07,,2.0
124516,Tajikistan,TJK,2021-05-08,,2.0
124517,Tajikistan,TJK,2021-05-09,,2.0
124518,Tajikistan,TJK,2021-05-10,,2.0
124519,Tajikistan,TJK,2021-05-11,,2.0
124520,Tajikistan,TJK,2021-05-12,,2.0
124521,Tajikistan,TJK,2021-05-13,,2.0
124522,Tajikistan,TJK,2021-05-14,,2.0
124523,Tajikistan,TJK,2021-05-15,,2.0
124524,Tajikistan,TJK,2021-05-16,,2.0
124525,Tajikistan,TJK,2021-05-17,,2.0
124526,United States Virgin Islands,VIR,2020-10-06,,3.0
124527,United States Virgin Islands,VIR,2020-10-07,,3.0
124528,United States Virgin Islands,VIR,2020-10-08,,3.0
124529,United States Virgin Islands,VIR,2020-10-09,,3.0
124530,United States Virgin Islands,VIR,2020-10-10,,3.0
124531,United States Virgin Islands,VIR,2020-10-11,,3.0
124532,United States Virgin Islands,VIR,2020-10-12,,3.0
124533,United States Virgin Islands,VIR,2020-10-13,,3.0
124534,United States Virgin Islands,VIR,2020-10-14,,3.0
124535,United States Virgin Islands,VIR,2020-10-15,,3.0
124536,United States Virgin Islands,VIR,2020-10-16,,3.0
124537,United States Virgin Islands,VIR,2020-10-17,,3.0
124538,United States Virgin Islands,VIR,2020-10-18,,3.0
124539,United States Virgin Islands,VIR,2020-10-19,,3.0
124540,United States Virgin Islands,VIR,2020-10-20,,3.0
124541,United States Virgin Islands,VIR,2020-10-21,,3.0
124542,United States Virgin Islands,VIR,2020-10-22,,3.0
